43	1.0000	0.0132	-1.2083
44	1.0000	0.0122	-1.1882
45	1.0000	1.1259	-1.1644
46	1.0000	0.0104	-1.1326
47	1.0000	0.0096	-1.0935
48	1.0000	0.0087	-1.0511
49	1.0000	0.0078	-1.0047
50	1.0000	0.0069	-0.9560
51	1.0000	0.0061	-0.9052
52	1.0000	0.0053	-0.8519
53	1.0000	0.0046	-0.8027
54	1.0000	0.0038	-0.7540
55	1.0000	0.0031	-0.7080
56	1.0000	0.0023	-0.6632
57	1.0000	0.0015	-0.6142
58	1.0000	0.0006	-0.5623
59	1.0000	-0.0002	-0.5045
60	1.0000	-0.0009	-0.4437
61	1.0000	-0.0016	-0.3780
62	1.0000	-0.0021	-0.3059
154	2.0000	0.0128	-1.6443
155	2.0000	0.0116	-1.6291
156	2.0000	0.0104	-1.6120
157	2.0000	0.0093	-1.5920
158	2.0000	0.0083	-1.5679
159	2.0000	0.0074	-1.5407
160	2.0000	0.0065	-1.5087
161	2.0000	0.0056	-1.4709
162	2.0000	0.0046	-1.4263
163	2.0000	0.0036	-1.3775
164	2.0000	0.0027	-1.3262
165	2.0000	0.0018	-1.2744
166	2.0000	0.0010	-1.2256
167	2.0000	0.0001	-1.1767
168	2.0000	-0.0007	-1.1238
169	2.0000	-0.0016	-1.0656
170	2.0000	-0.0025	-1.0020
171	2.0000	-0.0034	-0.9348
172	2.0000	-0.0042	-0.8622
173	2.0000	-0.0049	-0.7886
279	3.0000	0.0146	-1.2016
280	3.0000	0.0136	-1.1899
281	3.0000	0.0126	-1.1710
282	3.0000	0.0116	-1.1492
283	3.0000	0.0106	-1.1302
284	3.0000	0.0097	-1.1136
285	3.0000	0.0088	-1.0954
286	3.0000	0.0079	-1.0749
287	3.0000	0.0070	-1.0573
288	3.0000	0.0061	-1.0396
289	3.0000	0.0051	-1.0178
290	3.0000	0.0042	-0.9911
291	3.0000	0.0033	-0.9548
292	3.0000	0.0026	-0.9149
293	3.0000	0.0019	-0.8725
294	3.0000	0.0013	-0.8250
295	3.0000	0.0006	-0.7686
296	3.0000	-0.0000	-0.7112
297	3.0000	-0.0007	-0.6485
298	3.0000	-0.0013	-0.5843
397	4.0000	0.0132	-1.3386
398	4.0000	0.0122	-1.3230
399	4.0000	0.0113	-1.2985
400	4.0000	0.0104	-1.2618
401	4.0000	0.0094	-1.2145
402	4.0000	0.0085	-1.1647
403	4.0000	0.0075	-1.1108
404	4.0000	0.0065	-1.0533
405	4.0000	0.0056	-0.9913
406	4.0000	0.0047	-0.9284
407	4.0000	0.0039	-0.8618
408	4.0000	0.0031	-0.8027
409	4.0000	0.0023	-0.7430
410	4.0000	0.0015	-0.6812
411	4.0000	0.0007	-0.6174
412	4.0000	-0.0002	-0.5519
413	4.0000	-0.0010	-0.4848
414	4.0000	-0.0017	-0.4159
415	4.0000	-0.0024	-0.3418
416	4.0000	-0.0031	-0.2677
497	5.0000	0.0134	-1.3527
498	5.0000	0.0122	-1.3118
499	5.0000	0.0111	-1.2679
500	5.0000	0.0102	-1.2258
501	5.0000	0.0092	-1.1787
502	5.0000	0.0083	-1.1331
503	5.0000	0.0072	-1.0873
504	5.0000	0.0062	-1.0374
505	5.0000	0.0052	-0.9843
506	5.0000	0.0042	-0.9290
507	5.0000	0.0032	-0.8688
508	5.0000	0.0024	-0.8088
509	5.0000	0.0015	-0.7437
510	5.0000	0.0007	-0.6736
511	5.0000	-0.0001	-0.6008
512	5.0000	-0.0009	-0.5236
513	5.0000	-0.0016	-0.4427
514	5.0000	-0.0023	-0.3594
515	5.0000	-0.0029	-0.2722
516	5.0000	-0.0034	-0.1793
658	6.0000	0.0131	-0.7439
659	6.0000	0.0124	-0.7151
660	6.0000	0.0116	-0.6954
661	6.0000	0.0109	-0.6792
662	6.0000	0.0101	-0.6626
663	6.0000	0.0092	-0.6479
664	6.0000	0.0082	-0.6362
665	6.0000	0.0073	-0.6269
666	6.0000	0.0064	-0.6185
667	6.0000	0.0056	-0.6013
668	6.0000	0.0048	-0.5817
669	6.0000	0.0041	-0.5535
670	6.0000	0.0034	-0.5227
671	6.0000	0.0026	-0.4874
672	6.0000	0.0018	-0.4447
673	6.0000	0.0010	-0.3936
674	6.0000	0.0003	-0.3308
675	6.0000	-0.0004	-0.2673
676	6.0000	-0.0009	-0.2090
677	6.0000	-0.0014	-0.1500
754	7.0000	0.0137	-1.5136
755	7.0000	0.0125	-1.4995
756	7.0000	0.0114	-1.4866
757	7.0000	0.0103	-1.4707
758	7.0000	0.0092	-1.4506
759	7.0000	0.0081	-1.4239
760	7.0000	0.0070	-1.3918
761	7.0000	0.0058	-1.3560
762	7.0000	0.0047	-1.3119
763	7.0000	0.0036	-1.2633
764	7.0000	0.0027	-1.2101
765	7.0000	0.0018	-1.1535
766	7.0000	0.0009	-1.0907
767	7.0000	0.0001	-1.0259
768	7.0000	-0.0008	-0.9566
769	7.0000	-0.0016	-0.8814
770	7.0000	-0.0024	-0.8038
771	7.0000	-0.0032	-0.7232
772	7.0000	-0.0039	-0.6386
773	7.0000	-0.0046	-0.5482
871	8.0000	0.0135	-1.6385
872	8.0000	0.0125	-1.6256
873	8.0000	0.0115	-1.6074
874	8.0000	0.0103	-1.5840
875	8.0000	0.0091	-1.5555
876	8.0000	0.0080	-1.5289
877	8.0000	0.0070	-1.5035
878	8.0000	0.0061	-1.4714
879	8.0000	0.0053	-1.4271
880	8.0000	0.0046	-1.3731
881	8.0000	0.0038	-1.3103
882	8.0000	0.0030	-1.2391
883	8.0000	0.0022	-1.1623
884	8.0000	0.0015	-1.0851
885	8.0000	0.0009	-1.0150
886	8.0000	0.0003	-0.9448
887	8.0000	-0.0004	-0.8793
888	8.0000	-0.0011	-0.8151
889	8.0000	-0.0018	-0.7423
890	8.0000	-0.0026	-0.6634
991	9.0000	0.0132	-1.6133
992	9.0000	0.0123	-1.6059
993	9.0000	0.0115	-1.5873
994	9.0000	0.0106	-1.5656
995	9.0000	0.0096	-1.5388
996	9.0000	0.0087	-1.5088
997	9.0000	0.0077	-1.4729
998	9.0000	0.0068	-1.4350
999	9.0000	0.0060	-1.3992
1000	9.0000	0.0052	-1.3658
1001	9.0000	0.0044	-1.3312
1002	9.0000	0.0036	-1.2986
1003	9.0000	0.0027	-1.2607
1004	9.0000	0.0018	-1.2225
1005	9.0000	0.0010	-1.1827
1006	9.0000	0.0001	-1.1438
1007	9.0000	-0.0007	-1.0984
1008	9.0000	-0.0015	-1.0486
1009	9.0000	-0.0021	-0.9933
1010	9.0000	-0.0027	-0.9352
1105	10.0000	0.0140	-1.2301
1106	10.0000	0.0131	-1.1924
1107	10.0000	0.0122	-1.1660
1108	10.0000	0.0112	-1.1461
1109	10.0000	0.0102	-1.1231
1110	10.0000	0.0092	-1.0978
1111	10.0000	0.0082	-1.0697
1112	10.0000	0.0071	-1.0422
1113	10.0000	0.0060	-1.0082
1114	10.0000	0.0051	-0.9633
1115	10.0000	0.0042	-0.9112
1116	10.0000	0.0034	-0.8517
1117	10.0000	0.0026	-0.7874
1118	10.0000	0.0019	-0.7167
1119	10.0000	0.0012	-0.6369
1120	10.0000	0.0005	-0.5554
1121	10.0000	-0.0001	-0.4830
1122	10.0000	-0.0008	-0.4186
1123	10.0000	-0.0015	-0.3506
1124	10.0000	-0.0023	-0.2803
1209	11.0000	0.0126	-1.3065
1210	11.0000	0.0116	-1.2714
1211	11.0000	0.0106	-1.2304
1212	11.0000	0.0096	-1.1851
1213	11.0000	0.0088	-1.1425
1214	11.0000	0.0080	-1.1092
1215	11.0000	0.0073	-1.0834
1216	11.0000	0.0065	-1.0571
1217	11.0000	0.0057	-1.0279
1218	11.0000	0.0048	-0.9978
1219	11.0000	0.0039	-0.9654
1220	11.0000	0.0029	-0.9336
1221	11.0000	0.0020	-0.8959
1222	11.0000	0.0012	-0.8540
1223	11.0000	0.0005	-0.8035
1224	11.0000	-0.0003	-0.7484
1225	11.0000	-0.0010	-0.6898
1226	11.0000	-0.0017	-0.6260
1227	11.0000	-0.0024	-0.5586
1228	11.0000	-0.0030	-0.4811
1335	12.0000	0.0136	-1.4529
1336	12.0000	0.0128	-1.4331
1337	12.0000	0.0119	-1.4107
1338	12.0000	0.0111	-1.3904
1339	12.0000	0.0102	-1.3695
1340	12.0000	0.0094	-1.3481
1341	12.0000	0.0086	-1.3300
1342	12.0000	0.0078	-1.3162
1343	12.0000	0.0070	-1.3066
1344	12.0000	0.0062	-1.2919
1345	12.0000	0.0054	-1.2745
1346	12.0000	0.0046	-1.2538
1347	12.0000	0.0038	-1.2301
1348	12.0000	0.0030	-1.2052
1349	12.0000	0.0022	-1.1779
1350	12.0000	0.0014	-1.1446
1351	12.0000	0.0006	-1.1109
1352	12.0000	-0.0002	-1.0721
1353	12.0000	-0.0009	-1.0306
1354	12.0000	-0.0017	-0.9838
1469	13.0000	0.0136	-1.2248
1470	13.0000	0.0128	-1.1964
1471	13.0000	0.0120	-1.1638
1472	13.0000	0.0110	-1.1268
1473	13.0000	0.0101	-1.0849
1474	13.0000	0.0092	-1.0410
1475	13.0000	0.0085	-0.9999
1476	13.0000	0.0078	-0.9699
1477	13.0000	0.0070	-0.9480
1478	13.0000	0.0063	-0.9266
1479	13.0000	0.0055	-0.9053
1480	13.0000	0.0046	-0.8828
1481	13.0000	0.0036	-0.8618
1482	13.0000	0.0027	-0.8400
1483	13.0000	0.0019	-0.8131
1484	13.0000	0.0012	-0.7737
1485	13.0000	0.0006	-0.7212
1486	13.0000	0.0000	-0.6639
1487	13.0000	-0.0005	-0.6017
1488	13.0000	-0.0010	-0.5365
1584	14.0000	0.0135	-0.8406
1585	14.0000	0.0124	-0.8423
1586	14.0000	0.0114	-0.8349
1587	14.0000	0.0105	-0.8172
1588	14.0000	0.0096	-0.7917
1589	14.0000	0.0086	-0.7621
1590	14.0000	0.0076	-0.7293
1591	14.0000	0.0066	-0.6917
1592	14.0000	0.0056	-0.6524
1593	14.0000	0.0048	-0.6119
1594	14.0000	0.0040	-0.5749
1595	14.0000	0.0032	-0.5448
1596	14.0000	0.0024	-0.5096
1597	14.0000	0.0016	-0.4709
1598	14.0000	0.0007	-0.4328
1599	14.0000	-0.0002	-0.3950
1600	14.0000	-0.0010	-0.3526
1601	14.0000	-0.0017	-0.3049
1602	14.0000	-0.0023	-0.2464
1603	14.0000	-0.0029	-0.1821
1701	15.0000	0.0134	-0.9450
1702	15.0000	0.0126	-0.9270
1703	15.0000	0.0119	-0.9050
1704	15.0000	0.0111	-0.8794
1705	15.0000	0.0103	-0.8498
1706	15.0000	0.0096	-0.8125
1707	15.0000	0.0089	-0.7725
1708	15.0000	0.0082	-0.7276
1709	15.0000	0.0074	-0.6907
1710	15.0000	0.0066	-0.6622
1711	15.0000	0.0059	-0.6393
1712	15.0000	0.0051	-0.6151
1713	15.0000	0.0043	-0.5912
1714	15.0000	0.0035	-0.5647
1715	15.0000	0.0027	-0.5363
1716	15.0000	0.0018	-0.5040
1717	15.0000	0.0010	-0.4640
1718	15.0000	0.0002	-0.4197
1719	15.0000	-0.0004	-0.3732
1720	15.0000	-0.0009	-0.3238
1814	16.0000	0.0134	-1.0596
1815	16.0000	0.0124	-1.0588
1816	16.0000	0.0114	-1.0606
1817	16.0000	0.0104	-1.0589
1818	16.0000	0.0096	-1.0488
1819	16.0000	0.0087	-1.0305
